DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
231204742,01/14/2023,01/13/2023,1830,12,77th Street,1235,997,TRAFFIC COLLISION,3006 3028 4025 3039 3602 3101,40,M,H,101,STREET,59TH                         ST,NORMANDIE,"(33.9875, -118.3002)",23675,768,1052,7,13,2
231204719,01/13/2023,01/13/2023,1600,12,77th Street,1251,997,TRAFFIC COLLISION,3011 3028 4012 3030 3034 3101,,M,O,101,STREET,CRENSHAW,60TH,"(33.9731, -118.3304)",23674,759,1071,7,14,24
231304673,01/14/2023,01/13/2023,2015,13,Newton,1321,997,TRAFFIC COLLISION,0605 3101 3401 3701 4013 3011 3037 3034 3028 3102,43,M,W,108,PARKING LOT,HILL                         ST,WASHINGTON                   BL,"(34.0319, -118.2668)",22724,694,660,7,13,6
231704453,01/14/2023,01/13/2023,2035,17,Devonshire,1713,997,TRAFFIC COLLISION,3003 4026 3037 3027 3101,73,M,A,101,STREET,BRASILIA                     DR,BAIRD                        AV,"(34.2832, -118.541)",18905,61,1532,,2,48
231504447,01/13/2023,01/13/2023,0740,15,N Hollywood,1523,997,TRAFFIC COLLISION,3101 3037 3006 3028 4026 3034,,M,O,101,STREET,ERWIN                        ST,WHITSETT                     AV,"(34.1831, -118.4053)",8889,187,503,,5,70
231904494,01/13/2023,01/13/2023,0840,19,Mission,1995,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3037,72,F,A,101,STREET,VAN NUYS                     BL,LORNE                        ST,"(34.2168, -118.4488)",19730,143,418,,3,59
231904522,01/13/2023,01/13/2023,1900,19,Mission,1959,997,TRAFFIC COLLISION,3024 4019 3009 3101 3037,26,M,W,101,STREET,VAN NUYS                     BL,ARLETA                       AV,"(34.2536, -118.4392)",18907,129,403,,3,41
230504549,01/14/2023,01/13/2023,1300,05,Harbor,0521,997,TRAFFIC COLLISION,3004 3026 3029 4025,46,M,O,101,STREET,GAFFEY                       ST,BASIN                        ST,"(33.7556, -118.2923)",3342,971,381,,15,25
231904517,01/13/2023,01/13/2023,1310,19,Mission,1962,997,TRAFFIC COLLISION,3004 3026 4026 3029 3037 3101,19,M,H,101,STREET,SEPULVEDA                    BL,PLUMMER                      ST,"(34.2428, -118.4674)",18914,115,639,,1,73
230904702,01/20/2023,01/13/2023,2100,09,Van Nuys,0941,997,TRAFFIC COLLISION,3037 3101 3029 3004 3026 4026,43,M,W,101,STREET,SEPULVEDA                    BL,HATTERAS                     ST,"(34.1757, -118.4662)",19735,241,882,,7,18
231304802,01/17/2023,01/13/2023,2330,13,Newton,1352,997,TRAFFIC COLLISION,0605 3401 3701 4013 3033 3004 3026 3029 3036 3101,38,M,A,101,STREET,SAN PEDRO,VERNON,"(34.0038, -118.2726)",22727,716,1342,7,13,
231404429,01/14/2023,01/13/2023,2120,14,Pacific,1403,997,TRAFFIC COLLISION,3035 3036 3101 3401 3701 3009 4027 3025,29,M,A,101,STREET,SEPULVEDA                    BL,NATIONAL                     BL,"(34.0276, -118.4287)",24029,895,1247,9,6,75
230204512,01/14/2023,01/13/2023,2313,02,Rampart,0215,997,TRAFFIC COLLISION,3401 3701 3037 3039 0605 3006 3025 3030 3101 4024,58,F,W,101,STREET,LONDON                       ST,MICHELTORENA                 ST,"(34.0784, -118.2816)",23444,477,632,,8,90
230804794,01/20/2023,01/13/2023,0040,08,West LA,0821,997,TRAFFIC COLLISION,3011 3028 4027,50,M,O,101,STREET,PACIFIC COAST                HY,TEMESCAL CANYON              RD,"(34.0358, -118.5357)",25066,838,1386,,10,
230204511,01/14/2023,01/13/2023,2313,02,Rampart,0215,997,TRAFFIC COLLISION,3401 3701 3037 3025 3038 0605 3004 3030 3101 4024,79,M,O,101,STREET,LONDON                       ST,MICHELTORENA                 ST,"(34.0784, -118.2816)",23444,477,632,,8,90
230704736,01/18/2023,01/13/2023,2145,07,Wilshire,0719,997,TRAFFIC COLLISION,3011 3028 3030 4007 3035 3037 3101 3401 3701,,M,H,101,STREET,MELROSE                      AV,WILCOX                       AV,"(34.0835, -118.331)",23669,443,869,,7,86
230204513,01/14/2023,01/13/2023,2317,02,Rampart,0204,997,TRAFFIC COLLISION,0605 3027 4024 3101 3401 3701 3003 3032,79,M,O,101,STREET,MALTMAN                      AV,DESCANSO                     ST,"(34.0869, -118.2787)",23444,476,630,,8,90
230904467,01/13/2023,01/13/2023,0800,09,Van Nuys,0989,997,TRAFFIC COLLISION,3101 4009 3004 3028 3034 3036,35,M,H,101,STREET,VENTURA                      BL,WOODMAN                      AV,"(34.1481, -118.4312)",19736,331,694,6,7,83
230904482,01/13/2023,01/13/2023,1620,09,Van Nuys,0937,997,TRAFFIC COLLISION,3006 3028 4026 3037 3039 3602 3101,99,X,X,101,STREET,MATILIJA                     AV,BESSEMER                     ST,"(34.1812, -118.4335)",19729,238,292,,5,70
230904485,01/14/2023,01/13/2023,2350,09,Van Nuys,0911,997,TRAFFIC COLLISION,3101 3004 3026 4026 3029 3036,31,M,W,101,STREET,SEPULVEDA                    BL,VANOWEN                      ST,"(34.1939, -118.4662)",19734,227,560,,3,18
231004491,01/13/2023,01/13/2023,0425,10,West Valley,1088,997,TRAFFIC COLLISION,3011 3026 4026 3029 3034 3602 3101 3037,30,F,H,101,STREET,MOONCREST                    DR,EMPRESS                      AV,"(34.1472, -118.5018)",19737,327,1497,,6,62
231504468,01/13/2023,01/13/2023,1245,15,N Hollywood,1583,997,TRAFFIC COLLISION,3011 3028 4026 3034 3037 3102,,X,X,101,STREET,VENTURA                      BL,RADFORD                      AV,"(34.1437, -118.3928)",8492,347,390,6,5,84
231504456,01/13/2023,01/13/2023,1445,15,N Hollywood,1566,997,TRAFFIC COLLISION,3004 3026 3037 3101 4026 3038,39,M,W,101,STREET,LANKERSHIM                   BL,MOORPARK                     ST,"(34.1504, -118.3659)",8489,343,701,,7,5
231604422,01/13/2023,01/13/2023,0830,16,Foothill,1601,997,TRAFFIC COLLISION,3602 3104 4016 3004 3028 3034 3037,36,F,H,101,STREET,GLENOAKS                     BL,PAXTON                       ST,"(34.2797, -118.418)",18907,20,249,,1,11
231604444,01/14/2023,01/13/2023,1655,16,Foothill,1612,997,TRAFFIC COLLISION,3004 3028 4016 3039 3037 3602 3101,44,M,H,101,STREET,PAXTON                       ST,SAN FERNANDO                 RD,"(34.272, -118.4284)",18907,25,379,,1,11
231704452,01/13/2023,01/13/2023,2005,17,Devonshire,1713,997,TRAFFIC COLLISION,3028 4026 3030 3037 3006 3034 3101,25,F,W,101,STREET,AMIGO                        AV,RINALDI                      ST,"(34.276, -118.5386)",18905,61,1411,,2,48
231904526,01/14/2023,01/13/2023,2227,19,Mission,1912,997,TRAFFIC COLLISION,3006 3028 4026 3032 3102 3037,45,M,W,108,PARKING LOT,FILBERT                      ST,YARNELL                      ST,"(34.3172, -118.4755)",18912,48,366,,1,47
230805102,01/27/2023,01/13/2023,1120,08,West LA,0885,997,TRAFFIC COLLISION,3004 3028 4027,48,F,W,101,STREET,COVENTRY                     PL,OVERLAND                     AV,"(34.0356, -118.42)",24029,888,817,9,6,75
232104425,01/13/2023,01/13/2023,0805,21,Topanga,2183,997,TRAFFIC COLLISION,3101 3004 3028 3034 3036 4026,59,M,H,101,STREET,RIGOLETTO                    ST,EPSILON                      ST,"(34.161, -118.6256)",19346,310,1486,,4,49
230605044,01/27/2023,01/13/2023,1830,06,Hollywood,0638,997,TRAFFIC COLLISION,3006 3028 4027,52,F,W,101,STREET,HOLLYWOOD                    BL,WESTERN                      AV,"(34.1017, -118.3093)",23446,420,608,16,8,57
231304674,01/14/2023,01/13/2023,1900,13,Newton,1377,997,TRAFFIC COLLISION,0605 3022 3024 3037 3101 4024 3401 3701 3003 3102,25,M,B,101,STREET,SLAUSON                      AV,LONG BEACH                   AV,"(33.9896, -118.2436)",22727,721,983,7,13,51
231804790,01/15/2023,01/13/2023,1920,18,Southeast,1844,997,TRAFFIC COLLISION,3004 3026 4025 3029 3101,61,M,B,101,STREET,SAN PEDRO,IMPERIAL,"(33.9312, -118.2695)",24355,809,1194,7,15,53
230704838,01/20/2023,01/13/2023,1340,07,Wilshire,0724,997,TRAFFIC COLLISION,3006 3028 3030 4027 3035 3037 3102 3401 3701,48,M,W,108,PARKING LOT,THE GROVE                    DR,3RD                          ST,"(34.0708, -118.3563)",23667,626,1085,,7,26
241304532,01/13/2024,01/13/2023,0530,13,Newton,1383,997,TRAFFIC COLLISION,3101 3401 3701 3037 3033 0605 3006 3035 3039 4013,50,M,H,101,STREET,59TH,SAN PEDRO,"(33.9861, -118.2696)",22352,786,858,7,13,46
230304667,01/14/2023,01/14/2023,2200,03,Southwest,0378,997,TRAFFIC COLLISION,4025 3003 3025 3029 3101,35,M,B,101,STREET,MARTIN LUTHER KING JR,HOOVER,"(34.0109, -118.2872)",23668,735,977,7,13,2
231704457,01/14/2023,01/14/2023,0015,17,Devonshire,1781,997,TRAFFIC COLLISION,3024 3011 3034 3037 3039 4017 3101,99,F,O,102,SIDEWALK,NORDHOFF                     ST,BAHAMA                       ST,"(34.2322, -118.5814)",4284,102,314,,4,66
231804759,01/14/2023,01/14/2023,0400,18,Southeast,1801,997,TRAFFIC COLLISION,3003 3026 3029 4025,11,F,O,101,STREET,IMPERIAL                     HY,AVALON                       BL,"(33.9555, -118.2871)",23675,801,1164,7,14,45
231804773,01/14/2023,01/14/2023,1320,18,Southeast,1842,997,TRAFFIC COLLISION,4025 3037 3011 3025 3029 3101,41,M,H,101,STREET,111TH                        ST,SAN PEDRO                    ST,"(33.9348, -118.2695)",24355,808,1190,7,14,45
231104505,01/14/2023,01/14/2023,0311,11,Northeast,1134,997,TRAFFIC COLLISION,0605 3011 3028 3034 3101 4024 3401 3701 3037 3102,30,M,B,101,STREET,CAZADOR                      ST,SAN FERNANDO                 RD,"(34.1033, -118.2376)",24030,392,1430,,11,56
230204529,01/14/2023,01/14/2023,1350,02,Rampart,0281,997,TRAFFIC COLLISION,0605 3101 3401 3701 4002 3020 3036 3028 3033 3035,23,M,H,101,STREET,12TH,ALVARADO,"(34.0488, -118.2817)",22723,574,908,,11,8
230604518,01/14/2023,01/14/2023,0034,06,Hollywood,0646,997,TRAFFIC COLLISION,3003 3025 3029 4006 3035 3036 3101 3401 3701,42,F,W,101,STREET,SELMA                        AV,LAS PALMAS                   AV,"(34.0997, -118.3363)",23446,422,468,,8,34
231304680,01/14/2023,01/14/2023,0930,13,Newton,1383,997,TRAFFIC COLLISION,3011 0605 3028 3033 3101 3401 3701 4013 3036 3103,99,M,O,101,STREET,MAIN,SLAUSON,"(33.9892, -118.2739)",22727,725,858,7,13,
231304685,01/14/2023,01/14/2023,1245,13,Newton,1391,997,TRAFFIC COLLISION,0605 3006 3028 3030 3037 3101 4024 3401 3701 3034,,M,H,101,STREET,71ST,BROADWAY,"(33.9756, -118.2783)",22352,787,995,7,13,46
232004449,01/14/2023,01/14/2023,1235,20,Olympic,2054,997,TRAFFIC COLLISION,3034 3037 3101 3401 3701 3002 3004 3028 4027,30,M,W,101,STREET,IROLO                        ST,SAN MARINO                   ST,"(34.0527, -118.3021)",22723,617,646,,12,89
232004534,01/15/2023,01/14/2023,1740,20,Olympic,2063,997,TRAFFIC COLLISION,3004 3026 3029 3033 3035 3036 3101 3401 3701 4027,66,F,A,101,STREET,12TH                         ST,HOBART                       BL,"(34.0491, -118.3052)",22723,618,1357,,12,52
231404434,01/14/2023,01/14/2023,1200,14,Pacific,1454,997,TRAFFIC COLLISION,3035 3036 3101 3401 3701 3004 3024 4027,58,M,H,101,STREET,MINDANAO                     WY,MARINA                       FY,"(33.9838, -118.4378)",25074,919,240,10,10,85
230704589,01/15/2023,01/14/2023,1900,07,Wilshire,0753,997,TRAFFIC COLLISION,3006 3028 3035 3037 3039 4027 3101 3401 3701,36,M,B,101,STREET,PICO                         BL,ORANGE GROVE                 AV,"(34.0513, -118.3655)",23080,643,1350,,12,23
231804791,01/15/2023,01/14/2023,2325,18,Southeast,1824,997,TRAFFIC COLLISION,3011 3025 3032 4025 3101,,M,O,101,STREET,CENTRAL                      AV,101ST                        ST,"(33.9449, -118.2541)",22351,806,360,7,14,45
230105042,01/17/2023,01/14/2023,1235,01,Central,0162,997,TRAFFIC COLLISION,0605 4024,46,F,B,101,STREET,700 W  7TH                          ST,,"(34.048, -118.2577)",23078,546,1050,,9,76
231204795,01/15/2023,01/14/2023,1350,12,77th Street,1253,997,TRAFFIC COLLISION,3004 3026 4012,31,F,B,101,STREET,WESTERN,78TH                         ST,"(33.9691, -118.309)",23678,778,355,7,14,20
230304666,01/14/2023,01/14/2023,1955,03,Southwest,0356,997,TRAFFIC COLLISION,3101 4025 3006 3028 3034,99,M,W,101,STREET,HALLDALE,37TH,"(34.02, -118.3029)",23079,690,912,7,14,32
232004486,01/15/2023,01/14/2023,2115,20,Olympic,2055,997,TRAFFIC COLLISION,3004 3026 3029 3035 3036 3101 3401 3701 4027,34,M,H,101,STREET,PICO                         BL,NORMANDIE                    AV,"(34.0472, -118.3)",22723,672,923,,12,19
231504515,01/15/2023,01/14/2023,2100,15,N Hollywood,1505,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 4026,48,M,O,101,STREET,HART                         ST,LANKERSHIM                   BL,"(34.2036, -118.3833)",8888,169,478,,5,14
231904549,01/15/2023,01/14/2023,2100,19,Mission,1963,997,TRAFFIC COLLISION,3101 3006 3028 3030 3037 4019,43,M,H,101,STREET,VAN NUYS                     BL,VESPER                       AV,"(34.2456, -118.45)",19730,132,958,,3,59
230105191,01/15/2023,01/14/2023,1900,01,Central,0134,997,TRAFFIC COLLISION,0605 3030 4024,36,M,V,101,STREET,300 S  HILL                         ST,,"(34.0516, -118.2491)",23074,541,1183,,9,76
230804451,01/19/2023,01/14/2023,0035,08,West LA,0898,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 4008 3006 3028 3030,40,M,O,101,STREET,CATTARAUGUS                  AV,ROBERTSON                    PL,"(34.0347, -118.3889)",23451,878,1126,,12,95
232004485,01/14/2023,01/14/2023,1530,20,Olympic,2055,997,TRAFFIC COLLISION,4027 3006 3028 3035 3037 3101 3401 3701 3030,39,M,H,101,STREET,JAMES M WOOD                 BL,NORMANDIE                    AV,"(34.0509, -118.2979)",22723,619,1356,,11,8
230604525,01/14/2023,01/14/2023,0920,06,Hollywood,0632,997,TRAFFIC COLLISION,4027 3004 3028 3035 3037 3101 3401 3701 3030,35,M,W,101,STREET,CRESCENT HEIGHTS             BL,SUNSET                       BL,"(34.098, -118.3657)",23677,458,728,,7,
231304677,01/14/2023,01/14/2023,0415,13,Newton,1343,997,TRAFFIC COLLISION,0605 3004 3024 3036 3101 3401 3701 4013 3034 3039,40,M,H,101,STREET,MARTIN LUTHER KING JR,MCKINLEY,"(34.011, -118.2608)",22727,712,673,7,13,6
230404449,01/14/2023,01/14/2023,1825,04,Hollenbeck,0438,997,TRAFFIC COLLISION,3004 3026 3038 3101 4024 0605 3401 3701 3036 3033,42,F,H,101,STREET,HOLLISTER                    AV,ALHAMBRA,"(34.0774, -118.1684)",23449,506,613,,9,91
230404450,01/15/2023,01/14/2023,2348,04,Hollenbeck,0404,997,TRAFFIC COLLISION,0605 3011 3028 3030 3033 3101 3401 3701 4004 3036,,M,O,101,STREET,MONTEREY                     RD,HARDISON                     WY,"(34.1078, -118.1827)",23673,373,842,,9,92
230404532,01/17/2023,01/14/2023,1030,04,Hollenbeck,0437,997,TRAFFIC COLLISION,0605 3003 3026 3029 3037 3101 3401 3701 4004 3033,19,M,H,101,STREET,ABNER,INDIANA,"(34.0661, -118.1927)",23449,501,614,,9,91
230404544,01/17/2023,01/14/2023,2000,04,Hollenbeck,0401,997,TRAFFIC COLLISION,3101 3401 3701 3037 3033 3104 0605 3003 3024 4024,69,M,W,101,STREET,GRIFFIN                      AV,AVENUE 43,"(34.092, -118.204)",23448,490,606,,11,92
230904516,01/15/2023,01/14/2023,2140,09,Van Nuys,0904,997,TRAFFIC COLLISION,3025 4026 3029 3034 3039 3011 3037 3602 3101,45,M,W,101,STREET,VAN NUYS                     BL,SATICOY                      ST,"(34.2085, -118.4488)",19733,218,263,,3,18
231004512,01/14/2023,01/14/2023,0735,10,West Valley,1047,997,TRAFFIC COLLISION,3011 3028 3034 3037 4026 3101,33,M,B,101,STREET,BURBANK                      BL,BALBOA                       BL,"(34.1722, -118.501)",19737,2337,561,,6,62
231104512,01/14/2023,01/14/2023,0030,11,Northeast,1101,997,TRAFFIC COLLISION,0605 3004 3028 3030 3033 3101 3401 3701 4011 3037,30,M,O,101,STREET,GRIFFITH PARK,ZOO DRIVE,"(34.1538, -118.3092)",23445,2326,1325,,7,3
231104533,01/15/2023,01/14/2023,2050,11,Northeast,1128,997,TRAFFIC COLLISION,0605 3004 3028 3030 3033 3036 3101 4011 3401 3701,40,F,W,101,STREET,FIGUEROA,ROY                          ST,"(34.1228, -118.185)",23673,362,598,,9,93
231604461,01/14/2023,01/14/2023,1005,16,Foothill,1663,997,TRAFFIC COLLISION,3004 3034 3037 4026 3026 3602 3101,43,M,H,101,STREET,SHELDON                      ST,EL DORADO                    AV,"(34.238, -118.3955)",19335,156,446,,3,21
231704473,01/15/2023,01/14/2023,2000,17,Devonshire,1753,997,TRAFFIC COLLISION,4017 3028 3030 3101 3004 3036,35,M,B,101,STREET,MASON                        AV,MAYALL                       ST,"(34.2536, -118.5798)",4284,100,235,,2,43
231804977,01/19/2023,01/14/2023,0530,18,Southeast,1823,997,TRAFFIC COLLISION,3006 3028 3030 4025 3101,22,F,H,101,STREET,300 E  CENTURY                      BL,,"(33.9456, -118.2695)",22352,805,1177,7,14,45
231905027,01/27/2023,01/14/2023,0045,19,Mission,1982,997,TRAFFIC COLLISION,3037 3101 3006 3028 4026 3030,25,M,H,101,STREET,MEMORY PARK                  AV,ACRE                         ST,"(34.23, -118.4644)",18914,126,420,,3,73
230704833,01/20/2023,01/14/2023,1600,07,Wilshire,0734,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 4027 3004 3026 3029,32,M,A,101,STREET,6TH                          ST,CURSON                       AV,"(34.0649, -118.3546)",23667,628,1509,,7,26
230604526,01/14/2023,01/14/2023,1330,06,Hollywood,0647,997,TRAFFIC COLLISION,3011 3028 3030 4027 3034 3037 3101 3401 3701,22,,,101,STREET,VAN NESS                     AV,SUNSET                       BL,"(34.0981, -118.3158)",23446,427,556,,8,57
231304693,01/14/2023,01/14/2023,0320,13,Newton,1331,997,TRAFFIC COLLISION,0605 3004 3026 3029 3033 3036 3101 4013 3401 3701,25,F,H,101,STREET,JEFFERSON,GRAND,"(34.0203, -118.2762)",22724,700,975,7,13,6
230604523,01/14/2023,01/14/2023,0020,06,Hollywood,0626,997,TRAFFIC COLLISION,3004 3025 3035 3037 3038 4027 3101 3401 3701,29,F,W,101,STREET,VINE                         ST,VEDANTA                      TR,"(34.1068, -118.3267)",24033,405,371,,7,64
230704582,01/14/2023,01/14/2023,0817,07,Wilshire,0747,997,TRAFFIC COLLISION,3004 3028 3034 3037 3101 3401 3701 3002 4027,62,M,W,101,STREET,KENISTON                     AV,OLYMPIC                      BL,"(34.057, -118.3361)",23080,636,894,,7,86
232007233,03/21/2023,01/14/2023,1920,20,Olympic,2071,997,TRAFFIC COLLISION,3003 4020 3025 3035 3036 3101 3401 3701,39,M,H,101,STREET,VENICE                       BL,WESTERN                      AV,"(34.0436, -118.309)",22723,675,897,,12,19
241304580,01/14/2024,01/14/2023,0858,13,Newton,1317,997,TRAFFIC COLLISION,3033 0605 3014 3028 3030 3034 3037 3001 4024,40,M,W,101,STREET,HOOPER                       AV,12TH                         ST,"(34.0277, -118.2423)",23082,703,1018,,9,76
231804774,01/14/2023,01/14/2023,1600,18,Southeast,1823,997,TRAFFIC COLLISION,1402,,X,X,101,STREET,300 E  CENTURY                      BL,,"(33.9456, -118.2695)",22352,805,1177,7,14,45
230104961,01/15/2023,01/15/2023,1700,01,Central,0171,997,TRAFFIC COLLISION,0605 3025 3029 3033 3036 3101 4024 3401 3701 3004,63,M,H,101,STREET,OLYMPIC,FIGUEROA,"(34.0452, -118.2651)",23076,546,1227,31,13,76
231204799,01/15/2023,01/15/2023,0935,12,77th Street,1209,997,TRAFFIC COLLISION,3004 3025 4025 3029 3101,28,M,H,101,STREET,FIGUEROA                     ST,51ST                         ST,"(33.9965, -118.2827)",23668,739,989,7,13,2
231604487,01/16/2023,01/15/2023,2235,16,Foothill,1675,997,TRAFFIC COLLISION,3004 3028 3034 4016,,M,O,101,STREET,NORRIS                       AV,PENROSE                      AV,"(34.229, -118.3717)",19335,155,1371,,3,21
230804553,01/15/2023,01/15/2023,1440,08,West LA,0853,997,TRAFFIC COLLISION,4027 3011 3028 3034 3037 3101 3401 3701,22,,,101,STREET,BELOIT                       AV,SANTA MONICA                 BL,"(34.0466, -118.4471)",23443,861,746,9,10,50
230504595,01/15/2023,01/15/2023,1905,05,Harbor,0504,997,TRAFFIC COLLISION,3101 4025 3004 3026 3038,20,M,H,101,STREET,TORRANCE,NORMANDIE,"(33.842, -118.2992)",25716,1709,208,,15,55
230604591,01/16/2023,01/15/2023,2240,06,Hollywood,0645,997,TRAFFIC COLLISION,3003 4006 3025 3035 3036 3101 3401 3701,37,F,O,101,STREET,HIGHLAND                     AV,SUNSET                       BL,"(34.098, -118.3387)",23446,414,1303,,8,34
230804543,01/15/2023,01/15/2023,0930,08,West LA,0827,997,TRAFFIC COLLISION,3004 3028 3039 4027 3101 3035 3036 3401 3701,31,F,H,101,STREET,BARRINGTON                   AV,SAN VICENTE                  BL,"(34.0537, -118.4657)",23680,842,1234,9,10,
230304680,01/15/2023,01/15/2023,0655,03,Southwest,0321,997,TRAFFIC COLLISION,4025 3037 3011 3028 3101 3034 3030,99,M,O,102,SIDEWALK,JEFFERSON                    BL,NATIONAL                     BL,"(34.0267, -118.3762)",23077,667,1068,,12,17
230804562,01/15/2023,01/15/2023,1745,08,West LA,0858,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3003 3027 4027,63,M,W,101,STREET,PICO                         BL,CLARK                        DR,"(34.055, -118.3848)",23666,644,819,,6,95
231304755,01/16/2023,01/15/2023,2030,13,Newton,1323,997,TRAFFIC COLLISION,0605 3028 3033 3039 3101 4024 3401 3701 3006 3036,30,F,B,101,STREET,21ST                         ST,SAN PEDRO                    ST,"(34.0256, -118.2581)",22727,,972,7,13,6
231604485,01/16/2023,01/15/2023,2230,16,Foothill,1675,997,TRAFFIC COLLISION,3004 3026 3029 4016 3036 3101,33,F,O,101,STREET,NORRIS                       AV,PENROSE                      AV,"(34.229, -118.3717)",19335,155,1371,,3,21
230704749,01/18/2023,01/15/2023,0235,07,Wilshire,0711,997,TRAFFIC COLLISION,3003 3024 3029 3035 3037 3101 3401 3701 4007,30,M,B,101,STREET,LA CIENEGA                   BL,ROSEWOOD                     AV,"(34.0802, -118.3766)",23679,2109,1082,,,
231204788,01/15/2023,01/15/2023,0130,12,77th Street,1257,997,TRAFFIC COLLISION,4025 3034 3011 3101 3026,42,F,H,101,STREET,VERMONT,78TH,"(33.9688, -118.2916)",23675,776,1360,7,14,
230704839,01/20/2023,01/15/2023,2218,07,Wilshire,0705,997,TRAFFIC COLLISION,3003 3025 3035 3037 3101 3401 3701 4007,64,F,W,101,STREET,LA BREA                      AV,MELROSE                      AV,"(34.0835, -118.3441)",23669,446,805,,6,26
230204573,01/16/2023,01/15/2023,2200,02,Rampart,0281,997,TRAFFIC COLLISION,0605 3003 3024 3033 3035 3036 3101 4024 3701 3401,27,F,W,101,STREET,PICO                         BL,ALVARADO                     ST,"(34.0473, -118.2834)",22723,574,908,,11,8
231804788,01/15/2023,01/15/2023,1750,18,Southeast,1837,997,TRAFFIC COLLISION,3101 3003 3025 4025 3029 3036,40,M,H,101,STREET,111TH                        ST,COMPTON                      AV,"(33.9348, -118.2463)",24354,821,1186,7,15,40
232004535,01/15/2023,01/15/2023,1650,20,Olympic,2011,997,TRAFFIC COLLISION,4027 3006 3028 3034 3037 3101 3401 3701,29,M,H,101,STREET,WESTERN                      AV,1ST                          ST,"(34.073, -118.3091)",22721,585,1125,,12,89
230104942,01/15/2023,01/15/2023,1420,01,Central,0165,997,TRAFFIC COLLISION,0605 3004 3026 3029 3101 4024 3401 3701 3036 3033,28,M,H,101,STREET,LOS ANGELES,7TH,"(34.0432, -118.2504)",23075,703,1319,,9,76
230104941,01/15/2023,01/15/2023,1410,01,Central,0191,997,TRAFFIC COLLISION,0605 3008 3025 3029 3033 3037 3101 4024 3401 3701,22,M,W,101,STREET,FIGUEROA,WASHINGTON,"(34.0344, -118.2714)",23076,694,660,7,13,76
230404485,01/16/2023,01/15/2023,1955,04,Hollenbeck,0415,997,TRAFFIC COLLISION,0605 3003 3026 3029 3036 3101 4024 3401 3701 3033,55,M,H,101,STREET,GRIFFIN,BROADWAY,"(34.0737, -118.2117)",23448,488,516,,11,1
230404478,01/15/2023,01/15/2023,1730,04,Hollenbeck,0456,997,TRAFFIC COLLISION,0605 3004 3029 3033 3036 3101 4004 3401 3701 3025,37,M,H,101,STREET,FICKETT                      ST,MALABAR                      ST,"(34.0499, -118.2033)",23450,513,944,,9,38
230804539,01/15/2023,01/15/2023,0001,08,West LA,0841,997,TRAFFIC COLLISION,3006 3028 3035 3037 3101 3701 3401 4027,22,M,W,101,STREET,CENTINELA                    AV,MCCLELLAN                    DR,"(34.04, -118.4696)",25713,2128,,,,
231004546,01/15/2023,01/15/2023,0015,10,West Valley,1025,997,TRAFFIC COLLISION,4010 3011 3034 3028 3030 3037 3101,99,M,W,101,STREET,CANBY                        AV,GAULT                        ST,"(34.1993, -118.5348)",18909,264,578,,4,12
231004556,01/15/2023,01/15/2023,1150,10,West Valley,1065,997,TRAFFIC COLLISION,3006 3028 4026 3030 3037 3101,52,M,O,101,STREET,VENTURA                      BL,W  YARMOUTH                     AV,"(34.1629, -118.5202)",4286,322,328,6,6,62
231004570,01/16/2023,01/15/2023,2000,10,West Valley,1005,997,TRAFFIC COLLISION,3011 3028 3034 3037 3101 4010,50,M,H,101,STREET,TAMPA                        AV,ROSCOE                       BL,"(34.2147, -118.523)",18909,253,1034,,2,12
231104554,01/15/2023,01/15/2023,1640,11,Northeast,1128,997,TRAFFIC COLLISION,0605 3011 3028 3030 3034 3101 4024 3401 3701 3036,99,M,O,101,STREET,MYOSOTIS                     ST,KIRBY                        ST,"(34.1223, -118.1834)",23673,359,575,,9,93
231404663,01/19/2023,01/15/2023,2159,14,Pacific,1441,997,TRAFFIC COLLISION,3004 3028 3030 4027 3035 3037 3101 3401 3701,29,F,W,101,STREET,WASHINGTON                   BL,ABBOT KINNEY                 BL,"(33.9879, -118.4605)",25073,913,1133,10,10,30
231704474,01/15/2023,01/15/2023,0500,17,Devonshire,1793,997,TRAFFIC COLLISION,3004 3026 4026 3029 3037 3101,37,M,H,101,STREET,PARTHENIA                    ST,TAMPA                        AV,"(34.2282, -118.5535)",18513,110,1455,,2,65
231704475,01/15/2023,01/15/2023,1055,17,Devonshire,1777,997,TRAFFIC COLLISION,3011 3025 4026 3039 3037 3602 3101,88,M,W,101,STREET,TUPPER                       ST,SWINTON                      AV,"(34.2393, -118.4862)",18914,118,395,,2,88
232004533,01/15/2023,01/15/2023,1345,20,Olympic,2053,997,TRAFFIC COLLISION,3004 4027 3026 3035 3037 3101 3401 3701,70,M,O,101,STREET,SAN MARINO                   ST,WESTERN                      AV,"(34.0544, -118.3091)",22723,616,646,,12,89
