DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
231904579,01/15/2023,01/15/2023,2130,19,Mission,1963,997,TRAFFIC COLLISION,3011 3024 4026 3032 3034 3037 3038 3101,21,M,H,101,STREET,VAN NUYS                     BL,NOVICE                       ST,"(34.2437, -118.4502)",19730,132,958,,3,59
231904587,01/16/2023,01/15/2023,2350,19,Mission,1956,997,TRAFFIC COLLISION,3006 3027 4026 3037 3038 3101,50,M,O,101,STREET,WOODMAN                      AV,MAYALL                       ST,"(34.2538, -118.4538)",19330,72,1217,,1,4
230404522,01/16/2023,01/15/2023,0400,04,Hollenbeck,0479,997,TRAFFIC COLLISION,0605 3024 4004 3101 3401 3701 3064 3036 3033 3035,26,M,X,101,STREET,PERCY                        ST,SPENCE                       ST,"(34.0277, -118.1979)",23441,525,352,,9,38
231404495,01/16/2023,01/15/2023,1940,14,Pacific,1494,997,TRAFFIC COLLISION,3011 3028 3039 4027,42,M,O,101,STREET,96TH                         ST,SKY                          WY,"(33.9489, -118.3985)",23676,2340,445,12,10,16
232104504,01/16/2023,01/15/2023,1935,21,Topanga,2146,997,TRAFFIC COLLISION,3032 3006 3028 4021 3037 3039 3101,59,F,B,101,STREET,JORDAN                       AV,GAULT                        ST,"(34.1992, -118.6029)",4278,286,1472,,4,37
231704479,01/15/2023,01/15/2023,1845,17,Devonshire,1701,997,TRAFFIC COLLISION,3003 3025 4026 3029 3032 3037 3102,41,M,W,108,PARKING LOT,RINALDI                      ST,TAMPA                        AV,"(34.2748, -118.5566)",18905,62,1089,,2,48
231504596,01/16/2023,01/15/2023,1715,15,N Hollywood,1512,997,TRAFFIC COLLISION,3003 3026 4026 3029 3036 3101,48,F,H,101,STREET,SHERMAN                      WY,BELLAIRE                     AV,"(34.2012, -118.4094)",8888,180,1503,,5,71
230704613,01/15/2023,01/15/2023,1405,07,Wilshire,0758,997,TRAFFIC COLLISION,3004 3025 3035 3101 3401 3701 4007 3037,60,M,O,101,STREET,CRENSHAW                     BL,PICO                         BL,"(34.0478, -118.3267)",23080,648,899,,12,19
230904567,01/17/2023,01/15/2023,0340,09,Van Nuys,0915,997,TRAFFIC COLLISION,3011 3025 3034 3037 3101 4009,40,M,O,101,STREET,VANOWEN                      ST,TYRONE                       AV,"(34.1939, -118.4444)",19733,236,316,,5,18
230705141,01/27/2023,01/15/2023,2335,07,Wilshire,0705,997,TRAFFIC COLLISION,3004 3026 3034 3036 3101 3401 3701 4007,41,M,O,101,STREET,LA BREA                      AV,ROMAINE                      ST,"(34.0889, -118.3441)",23677,,805,,,
231504560,01/16/2023,01/15/2023,0050,15,N Hollywood,1555,997,TRAFFIC COLLISION,3006 3028 4015 3037 3039 3101,32,F,W,101,STREET,LANKERSHIM                   BL,HARTSOOK                     ST,"(34.164, -118.3735)",8488,210,553,,5,13
231504665,01/18/2023,01/15/2023,0450,15,N Hollywood,1513,997,TRAFFIC COLLISION,3037 3006 3028 4015 3030 3101,,M,O,101,STREET,BELLAIRE                     AV,VANOWEN                      ST,"(34.194, -118.4094)",8888,180,493,,5,71
231904552,01/15/2023,01/15/2023,0130,19,Mission,1916,997,TRAFFIC COLLISION,3006 3028 4019 3037 3039 3101,30,F,H,101,STREET,DRONFIELD                    AV,SAYRE                        ST,"(34.3081, -118.4376)",18912,43,1401,,1,47
230904520,01/15/2023,01/15/2023,1940,09,Van Nuys,0923,997,TRAFFIC COLLISION,3011 3028 3034 3037 4026 3002 3101,,M,O,108,PARKING LOT,VAN NUYS                     BL,HAMLIN                       ST,"(34.1887, -118.4487)",19729,236,290,,3,18
231504562,01/16/2023,01/15/2023,2100,15,N Hollywood,1586,997,TRAFFIC COLLISION,3004 3028 3034 3037 3002 3101 4026,33,F,H,101,STREET,CAHUENGA                     BL,LANKERSHIM                   BL,"(34.1425, -118.3643)",8492,349,708,,5,84
231304757,01/16/2023,01/15/2023,0325,13,Newton,1326,997,TRAFFIC COLLISION,0605 3004 3025 3033 3101 4013 3401 3701 3036 3029,20,F,H,101,STREET,HOOPER                       AV,33RD                         ST,"(34.0133, -118.2522)",22727,710,892,7,13,6
230404479,01/24/2023,01/15/2023,1800,04,Hollenbeck,0467,997,TRAFFIC COLLISION,0605 3101 3401 3701 4004 3006 3037 3028 3030 3033,41,M,H,101,STREET,MATHEWS,1ST,"(34.0432, -118.2086)",23450,519,239,,9,38
230604822,01/22/2023,01/15/2023,1640,06,Hollywood,0626,997,TRAFFIC COLLISION,3003 3024 4027 3035 3036 3101 3401 3701,54,F,W,101,STREET,FRANKLIN                     AV,CAHUENGA                     BL,"(34.1052, -118.3304)",23446,415,334,,8,82
230804538,01/15/2023,01/15/2023,0239,08,West LA,0881,997,TRAFFIC COLLISION,3039 3004 3026 3035 3037 3101 3401 3701 4008,39,M,H,101,STREET,PICO                         BL,BUNDY                        DR,"(34.0294, -118.4502)",24029,867,1128,9,10,50
230804838,01/22/2023,01/15/2023,0205,08,West LA,0853,997,TRAFFIC COLLISION,3037 3004 3026 3035 3101 3401 3701 4008,54,M,W,101,STREET,SANTA MONICA                 BL,PURDUE                       AV,"(34.0458, -118.4507)",23443,861,746,9,10,50
231305216,01/15/2023,01/15/2023,1953,13,Newton,1347,997,TRAFFIC COLLISION,0605 3030 4024,47,M,W,101,STREET,1600 E  MARTIN LUTHER KING JR        BL,,"(34.0106, -118.2465)",22727,709,1120,7,13,6
241104550,01/15/2024,01/15/2023,1500,11,Northeast,1143,997,TRAFFIC COLLISION,3401 3701 3026 0605 3011 3033 3034 3036 3101 4024,30,M,H,101,STREET,HOLLYWOOD                    BL,PROSPECT                     AV,"(34.1053, -118.2785)",23445,465,548,,7,3
230104991,01/16/2023,01/16/2023,0830,01,Central,0185,997,TRAFFIC COLLISION,0605 3003 3026 3029 3033 3101 4024 3401 3701 3036,63,M,H,101,STREET,PICO,BROADWAY,"(34.0371, -118.2611)",23076,547,773,,9,76
230104992,01/16/2023,01/16/2023,1000,01,Central,0154,997,TRAFFIC COLLISION,0605 3004 3028 3033 3034 3037 3101 4024 3401 3701,99,M,O,101,STREET,SPRING,6TH,"(34.046, -118.251)",23074,541,683,,9,76
231804872,01/17/2023,01/16/2023,2235,18,Southeast,1844,997,TRAFFIC COLLISION,3101 3011 3028 4025 3034,50,M,B,102,SIDEWALK,111TH                        DR,WADSWORTH                    AV,"(33.9337, -118.2586)",24354,808,1193,7,15,
231304767,01/16/2023,01/16/2023,1035,13,Newton,1395,997,TRAFFIC COLLISION,0605 3004 3025 3029 3033 3036 3101 4024 3401 3701,73,M,H,101,STREET,AVALON,FLORENCE,"(33.9747, -118.2652)",22352,790,998,7,13,46
230204602,01/17/2023,01/16/2023,1948,02,Rampart,0212,997,TRAFFIC COLLISION,3401 3701 3006 0605 3028 3033 3034 3037 3101 4024,26,M,H,101,STREET,VIRGIL,TEMPLE,"(34.0764, -118.2868)",22721,579,507,16,8,80
230304726,01/16/2023,01/16/2023,1300,03,Southwest,0393,997,TRAFFIC COLLISION,3030 3101 3034 4025 3037 3006 3028,99,M,O,101,STREET,MARTIN LUTHER KING JR        BL,LEIMERT                      BL,"(34.0107, -118.323)",22725,747,1019,7,12,54
230904569,01/17/2023,01/16/2023,0900,09,Van Nuys,0932,997,TRAFFIC COLLISION,3004 3030 3028 3032 4026 3035 3037,77,M,W,108,PARKING LOT,6100 N  SEPULVEDA                    BL,,"(34.1807, -118.4662)",19735,227,560,,3,18
230304738,01/16/2023,01/16/2023,1925,03,Southwest,0321,997,TRAFFIC COLLISION,3004 3026 4025 3029 3101,57,M,O,101,STREET,OBAMA,LA BREA,"(34.0215, -118.3556)",23077,762,1008,7,12,54
231604486,01/16/2023,01/16/2023,0117,16,Foothill,1622,997,TRAFFIC COLLISION,4016 3011 3024 3034 3037 3101 3039,27,M,H,101,STREET,SAN FERNANDO                 RD,DESMOND                      ST,"(34.2744, -118.4309)",18907,23,378,,1,11
230704672,01/16/2023,01/16/2023,2158,07,Wilshire,0774,997,TRAFFIC COLLISION,3004 3028 4027,,M,W,101,STREET,LA BREA                      AV,ST ELMO                      DR,"(34.0428, -118.3466)",23080,652,1109,,12,69
231604528,01/17/2023,01/16/2023,2230,16,Foothill,1681,997,TRAFFIC COLLISION,3101 4016 3003 3024 3037,30,M,W,101,STREET,ROSCOE                       BL,LAUREL CANYON                BL,"(34.2217, -118.3965)",19335,152,264,,3,21
230704671,01/16/2023,01/16/2023,1920,07,Wilshire,0735,997,TRAFFIC COLLISION,3035 3037 3104 3401 3701 1218 3003 3025 3029 4027,22,M,B,101,STREET,WILSHIRE                     BL,RIDGELEY                     DR,"(34.0624, -118.3505)",23667,634,1509,,7,26
231704520,01/17/2023,01/16/2023,1700,17,Devonshire,1781,997,TRAFFIC COLLISION,3037 3029 3101 3602 3009 3024 4026 3038,26,M,H,101,STREET,DE SOTO                      AV,NORDHOFF                     ST,"(34.2355, -118.5885)",4284,102,314,,2,43
230504630,01/16/2023,01/16/2023,1235,05,Harbor,0563,997,TRAFFIC COLLISION,3003 3024 4025,76,F,H,101,STREET,17TH                         ST,GRAND                        AV,"(33.7288, -118.2902)",3342,976,1207,,15,36
231204895,01/17/2023,01/16/2023,1115,12,77th Street,1203,997,TRAFFIC COLLISION,3101 3004 3028 4025 3034,23,M,H,101,STREET,VERNON                       AV,DENKER                       AV,"(34.0037, -118.3046)",24027,742,1048,7,14,35
230304716,01/16/2023,01/16/2023,0001,03,Southwest,0325,997,TRAFFIC COLLISION,4025 3008 3024 3029 3101,20,M,W,101,STREET,29TH,MENLO,"(34.0284, -118.2903)",22724,683,651,7,14,32
230304764,01/17/2023,01/16/2023,1950,03,Southwest,0341,997,TRAFFIC COLLISION,3015 3028 3034 4025 3103,,M,O,101,STREET,LA CIENEGA,OBAMA,"(34.0211, -118.3724)",23077,760,1122,,12,54
231805013,01/20/2023,01/16/2023,1050,18,Southeast,1806,997,TRAFFIC COLLISION,3004 3025 4025 3034 3101,37,F,B,101,STREET,CENTRAL                      AV,92ND                         ST,"(33.953, -118.2564)",22351,806,1174,7,13,45
231404496,01/17/2023,01/16/2023,0200,14,Pacific,1445,997,TRAFFIC COLLISION,3034 3037 3103 3401 3701 3018 3027 4027,68,M,W,101,STREET,ZANJA                        ST,MOORE                        ST,"(33.9971, -118.4381)",24031,902,1131,10,10,27
230304720,01/16/2023,01/16/2023,0740,03,Southwest,0314,997,TRAFFIC COLLISION,4025 3028 3011 3030 3101,99,M,O,102,SIDEWALK,ADAMS                        BL,7TH                          AV,"(34.0326, -118.3239)",23079,659,917,7,12,19
231304762,01/16/2023,01/16/2023,0310,13,Newton,1393,997,TRAFFIC COLLISION,0605 3006 3026 4013 3039 3037 3101 3401 3701 3033,18,F,H,101,STREET,69TH                         ST,MAIN                         ST,"(33.9774, -118.2739)",22352,788,995,7,13,46
230704772,01/19/2023,01/16/2023,2158,07,Wilshire,0774,997,TRAFFIC COLLISION,3004 3028 4027,,M,W,101,STREET,LA BREA                      AV,ST ELMO                      DR,"(34.0428, -118.3466)",23080,652,1109,,12,69
230404521,01/16/2023,01/16/2023,1900,04,Hollenbeck,0407,997,TRAFFIC COLLISION,0605 3003 3025 3029 3036 3101 4024 3401 3701 3033,23,F,H,101,STREET,BOUNDARY,MERCURY,"(34.0859, -118.1929)",23449,498,384,,9,91
230404523,01/17/2023,01/16/2023,2145,04,Hollenbeck,0456,997,TRAFFIC COLLISION,3701 0605 3003 3027 3033 3035 3036 1218 3101 4024,63,F,H,101,STREET,FOREST                       AV,FAIRMOUNT                    ST,"(34.0497, -118.1985)",23450,513,944,,9,38
230904566,01/17/2023,01/16/2023,2215,09,Van Nuys,0946,997,TRAFFIC COLLISION,3002 3101 3006 3026 4026 3034 3037,54,M,O,101,STREET,WOODMAN                      AV,HATTERAS                     ST,"(34.1757, -118.4312)",19729,201,400,,5,70
231104556,01/16/2023,01/16/2023,0210,11,Northeast,1171,997,TRAFFIC COLLISION,0605 3011 3028 3034 3101 4011 3401 3701 3033,29,M,W,101,STREET,MALTMAN                      AV,SUNSET                       BL,"(34.0924, -118.2752)",23444,467,596,,8,90
231604511,01/16/2023,01/16/2023,1300,16,Foothill,1675,997,TRAFFIC COLLISION,3028 4026 3032 3034 3037 3006 3102,99,M,O,101,STREET,PENDLETON                    ST,DE GARMO                     AV,"(34.2363, -118.3745)",19335,155,1371,,3,21
231804863,01/16/2023,01/16/2023,2040,18,Southeast,1823,997,TRAFFIC COLLISION,4025 3003 3024 3029 1218 3101,,,,101,STREET,CENTURY,SAN PEDRO,"(33.9456, -118.2695)",22352,805,1177,7,14,45
232104516,01/16/2023,01/16/2023,1015,21,Topanga,2105,997,TRAFFIC COLLISION,3004 3026 4026 3034 3037 3101,21,M,H,101,STREET,TOPANGA CANYON               BL,PARTHENIA                    ST,"(34.2282, -118.6038)",4279,93,1456,,4,37
232104547,01/17/2023,01/16/2023,0345,21,Topanga,2145,997,TRAFFIC COLLISION,4021 3037 3101 3006 3028 3030,37,M,O,101,STREET,CORBIN                       AV,HARTLAND                     ST,"(34.1923, -118.6104)",4278,297,1473,,4,49
230904544,01/16/2023,01/16/2023,0240,09,Van Nuys,0909,997,TRAFFIC COLLISION,3004 3028 3036 3039 4009 3602 3101,30,M,W,101,STREET,WOODMAN                      AV,SHERMAN                      WY,"(34.2012, -118.4312)",19733,216,491,,5,
231604526,01/17/2023,01/16/2023,0300,16,Foothill,1684,997,TRAFFIC COLLISION,3036 3101 4016 3003 3025 3029,61,M,H,101,STREET,LAUREL CANYON                BL,STRATHERN                    ST,"(34.2157, -118.3965)",8888,160,473,,3,14
231805149,01/23/2023,01/16/2023,2040,18,Southeast,1861,997,TRAFFIC COLLISION,3003 3026 3029 4025,50,M,H,101,STREET,115TH                        ST,HOOVER                       ST,"(33.9297, -118.287)",23675,814,1192,7,14,53
232004538,01/23/2023,01/16/2023,0515,20,Olympic,2013,997,TRAFFIC COLLISION,3004 3026 3029 4020 3035 3037 3101 3401 3701,61,M,H,101,STREET,OXFORD                       AV,1ST                          ST,"(34.0737, -118.3079)",22721,585,1125,,12,89
231204879,01/17/2023,01/16/2023,2230,12,77th Street,1215,997,TRAFFIC COLLISION,3037 3004 3028 3101,31,F,W,101,STREET,FLOWER                       ST,52ND                         ST,"(33.9921, -118.298)",23668,744,1156,7,13,2
230704652,01/16/2023,01/16/2023,0735,07,Wilshire,0782,997,TRAFFIC COLLISION,3004 3028 3035 3037 3101 3401 3701 4025,33,M,B,101,STREET,LA CIENEGA                   BL,VENICE                       BL,"(34.0354, -118.3778)",23451,886,1283,,12,95
231804891,01/17/2023,01/17/2023,0700,18,Southeast,1832,997,TRAFFIC COLLISION,3034 3101 3011 3028 4025,99,M,W,101,STREET,108TH                        ST,MAIN                         ST,"(33.9383, -118.2739)",24355,812,704,7,14,45
230604643,01/17/2023,01/17/2023,1140,06,Hollywood,0615,997,TRAFFIC COLLISION,3011 3028 3030 4027 3034 3037 3101 3401 3701,52,,,101,STREET,CAHUENGA                     BL,CAHUENGA                     TR,"(34.1146, -118.3359)",24033,407,716,11,7,82
230304796,01/18/2023,01/17/2023,0900,03,Southwest,0378,997,TRAFFIC COLLISION,3012 3026 3029 4025 3101,22,M,B,101,STREET,VERMONT                      AV,EXPOSITION                   BL,"(34.0182, -118.2915)",24341,692,1265,7,13,32
231804911,01/18/2023,01/17/2023,1910,18,Southeast,1801,997,TRAFFIC COLLISION,3004 3028 3030 4025 3101,42,M,H,101,STREET,HOOVER                       ST,90TH                         ST,"(33.9551, -118.287)",23675,801,1164,7,14,45
230604644,01/17/2023,01/17/2023,1125,06,Hollywood,0676,997,TRAFFIC COLLISION,3004 3028 4027 3034 3037 3101 3401 3701,63,M,W,101,STREET,MELROSE                      AV,EL CENTRO                    AV,"(34.0835, -118.3245)",23669,443,447,,8,34
230804657,01/17/2023,01/17/2023,1605,08,West LA,0852,997,TRAFFIC COLLISION,4027 3026 3035 3037 3101 3004 3064 3401 3701,70,M,B,101,STREET,WESTGATE                     AV,IDAHO                        AV,"(34.0397, -118.4569)",23443,865,751,9,10,50
230404546,01/17/2023,01/17/2023,1245,04,Hollenbeck,0497,997,TRAFFIC COLLISION,0605 3011 3028 4024 3101 3401 3701 3036 3034 3030,,M,O,101,STREET,OLYMPIC,LORENA,"(34.0188, -118.2066)",23441,530,961,,9,38
230504692,01/18/2023,01/17/2023,1440,05,Harbor,0559,997,TRAFFIC COLLISION,3006 3028 4025 3032 3034 3102,29,M,H,108,PARKING LOT,FERRY,TERMINAL                     WY,"(33.745, -118.2608)",3342,2342,438,,15,
231804873,01/17/2023,01/17/2023,0010,18,Southeast,1834,997,TRAFFIC COLLISION,4025 3030 3101 3037 3004,39,M,H,101,STREET,107TH                        ST,CENTRAL                      AV,"(33.9392, -118.2542)",22351,807,359,7,14,45
231204899,01/17/2023,01/17/2023,0655,12,77th Street,1208,997,TRAFFIC COLLISION,3101 3004 3026 4025 3034 3036,25,M,H,101,STREET,FIGUEROA                     ST,51ST                         ST,"(33.9965, -118.2827)",23668,739,989,7,13,2
231804910,01/18/2023,01/17/2023,1845,18,Southeast,1834,997,TRAFFIC COLLISION,3004 3026 4025 3029 3101,40,M,H,101,STREET,CENTRAL                      AV,LANZIT                       AV,"(33.9351, -118.2542)",24354,821,1193,7,15,40
230304768,01/17/2023,01/17/2023,1910,03,Southwest,0361,997,TRAFFIC COLLISION,4025 3101 3004 3028 3034,57,F,B,101,STREET,URSULA                       AV,PINAFORE                     ST,"(34.0149, -118.3524)",22725,762,1009,7,12,54
231204901,01/17/2023,01/17/2023,0800,12,77th Street,1259,997,TRAFFIC COLLISION,3101 3002 3028 3034 4025 3602,38,M,H,101,STREET,SAN PEDRO                    ST,79TH                         ST,"(33.9679, -118.2695)",22352,791,998,7,13,46
231404609,01/18/2023,01/17/2023,1835,14,Pacific,1407,997,TRAFFIC COLLISION,3037 3101 3401 3701 3004 3026 3034 4027,53,F,B,101,STREET,EXPOSITION                   BL,PALMS                        BL,"(34.0291, -118.4036)",23451,884,1129,9,6,74
230504669,01/18/2023,01/17/2023,2020,05,Harbor,0526,997,TRAFFIC COLLISION,3004 3028 3030 4012,45,F,H,101,STREET,ANAHEIM,LAGOON,"(33.7797, -118.2676)",3350,965,1560,,15,15
231404599,01/17/2023,01/17/2023,1300,14,Pacific,1469,997,TRAFFIC COLLISION,3101 3401 3701 3006 3028 3034 3037 4027,48,,,101,STREET,63RD                         ST,ACACIA                       ST,"(33.9821, -118.3642)",24351,926,758,10,10,16
231304825,01/17/2023,01/17/2023,1640,13,Newton,1363,997,TRAFFIC COLLISION,3401 3701 0605 3004 3026 3033 3034 3036 3101 4024,27,M,H,101,STREET,CENTRAL                      AV,E  49TH                         PL,"(33.9985, -118.2565)",22727,723,893,7,13,
231904622,01/17/2023,01/17/2023,0015,19,Mission,1999,997,TRAFFIC COLLISION,3036 4019 3101 3009 3024,42,M,H,101,STREET,WOODMAN                      AV,STRATHERN                    ST,"(34.2153, -118.4309)",19730,151,462,,3,59
232004584,01/17/2023,01/17/2023,0530,20,Olympic,2039,997,TRAFFIC COLLISION,3011 3028 3030 3034 3037 4027 3101 3401 3701,22,M,O,101,STREET,SUNSET                       PL,HOOVER                       ST,"(34.0608, -118.2842)",22722,601,684,,12,63
231804904,01/17/2023,01/17/2023,1900,18,Southeast,1823,997,TRAFFIC COLLISION,4025 3004 3026 3029 3101,37,F,H,101,STREET,SAN PEDRO,CENTURY,"(33.9456, -118.2695)",22352,805,1177,7,14,45
230704686,01/17/2023,01/17/2023,0826,07,Wilshire,0719,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3008 3025 3029 4027,26,M,B,101,STREET,WILCOX                       AV,MELROSE                      AV,"(34.0835, -118.331)",23669,443,869,,7,86
231204906,01/17/2023,01/17/2023,1615,12,77th Street,1248,997,TRAFFIC COLLISION,3003 3026 4025 3029 3102,29,M,H,103,ALLEY,FLORENCE,HOOVER,"(33.9746, -118.2871)",23675,775,979,7,14,
231304808,01/17/2023,01/17/2023,0742,13,Newton,1341,997,TRAFFIC COLLISION,3101 3401 3701 3037 3029 3033 3003 0605 4024 3026,27,F,H,101,STREET,GRAND,JEFFERSON,"(34.0203, -118.2762)",22724,700,975,7,13,6
230804626,01/17/2023,01/17/2023,1320,08,West LA,0835,997,TRAFFIC COLLISION,4027 3004 3028 3034 3036 3101 3701 3401,21,F,W,101,STREET,KELTON                       AV,MISSOURI                     AV,"(34.0471, -118.4373)",23443,860,736,9,6,75
230204655,01/17/2023,01/17/2023,1905,02,Rampart,0218,997,TRAFFIC COLLISION,0605 4024,37,F,B,101,STREET,TEMPLE,DOUGLAS,"(34.0673, -118.2566)",23444,548,397,54,11,31
231804896,01/17/2023,01/17/2023,1550,18,Southeast,1826,997,TRAFFIC COLLISION,3004 3026 4025 3029,47,M,H,101,STREET,S  HOOVER                       ST,W  102ND                        ST,"(33.9485, -118.2461)",22351,820,1178,7,15,40
230504658,01/17/2023,01/17/2023,1345,05,Harbor,0541,997,TRAFFIC COLLISION,3011 3028 4005 3030,99,M,O,101,STREET,ANAHEIM                      AV,SCHLEY                       AV,"(33.7547, -118.3011)",3343,971,381,,15,25
231804871,01/17/2023,01/17/2023,0010,18,Southeast,1834,997,TRAFFIC COLLISION,4025 3030 3101 3004 3037,53,M,H,101,STREET,106TH                        ST,CENTRAL                      AV,"(33.9401, -118.2542)",22351,807,359,7,14,45
231504652,01/17/2023,01/17/2023,1300,15,N Hollywood,1535,997,TRAFFIC COLLISION,3004 3024 4026 3034 3037 3101,,X,X,101,STREET,BURBANK                      BL,FARMDALE                     AV,"(34.1722, -118.381)",8488,192,813,,5,13
230304995,01/21/2023,01/17/2023,1900,03,Southwest,0312,997,TRAFFIC COLLISION,3004 3028 4025,35,M,B,101,STREET,LA BREA                      BL,JEFFERSON                    BL,"(34.0255, -118.3549)",23077,669,986,,12,17
230105057,01/17/2023,01/17/2023,0830,01,Central,0129,997,TRAFFIC COLLISION,3401 3701 0605 3004 3028 3033 3034 3036 3101 4024,39,M,W,101,STREET,PASADENA                     AV,SAN FERNANDO                 RD,"(34.0511, -118.2336)",22728,533,466,,9,28
